id,age_years,bench_press_max_lbs,height_cm,weight_kg
202,82.07363003,57.57025732,166.5079551,61.3724052
203,79.20963594,59.65183332,149.2889206,56.31748806
204,73.16353502,64.58135189,151.221021,60.58948136
205,39.40530444,119.9077146,156.496437,82.09712977
206,76.80592183,61.51869397,180.3393903,
207,71.62351687,65.96995242,155.876335,63.93252842
208,58.96089494,80.13786094,151.2254712,64.6716937
209,22.85221621,206.7633159,178.2663789,83.22607878
210,46.24637659,102.1701666,150.9187096,53.72581888
211,41.0791953,115.0217273,147.1443766,60.09256999
212,68.36629103,69.11300772,155.3813362,61.61331827
213,32.65633843,144.6886034,136.9820976,52.88053878
214,37.57297617,125.7552763,156.4056559,62.68559407
215,41.84887548,112.9062596,174.7480764,93.15662872
216,60.34144889,78.30438424,164.8139716,56.3005635
217,77.79958147,60.73297453,159.5314468,57.84319747
218,67.85019633,69.63870785,164.1602793,73.58353033
219,48.6339023,97.1544494,125.3762153,72.98397248
220,20.41839472,231.4089851,152.5977686,73.06792179
221,56.09047274,84.23890493,166.4407808,87.71286541
222,47.41406466,99.6539747,163.6610328,55.18186779
223,58.23245842,81.14031466,148.9634478,46.44266399
224,81.74264503,57.80336565,166.5421018,75.49507757
225,36.0518979,131.0610613,141.0527224,63.97527936
226,62.1421722,76.03532082,154.3718562,60.54461311
227,23.1235713,204.3369486,174.1896466,48.96796584
228,22.7761089,207.4542241,145.4744879,42.07352464
229,42.81221184,110.3657064,166.7015616,71.00620752
230,37.90584742,124.6509529,172.3643921,82.37026498
231,54.92224423,86.03071609,156.3169925,81.07270904
232,42.78266943,110.4419164,148.3307984,70.5165435
233,74.66119864,63.28588459,146.0731902,65.56852996
234,59.59297708,79.28786631,137.5555626,35.120943
235,44.74238149,105.6045709,153.5346598,31.97982605
236,38.0773224,124.0896077,147.5441079,58.48633164
237,43.53502905,108.5332915,168.8321551,78.20489771
238,64.97604074,72.71911225,164.9429896,54.20817468
239,81.43997447,58.01819107,149.684711,63.92266058
240,69.77949751,67.71329931,149.3506218,67.70324666
241,32.70986083,144.4518528,155.9382904,66.68624603
242,65.97939428,71.61326731,170.1020628,47.72716005
243,62.50260364,75.59685077,153.3940421,44.11989918
244,65.31876348,72.33756042,169.4850839,74.7103411
245,36.73507555,128.6236636,149.5713401,64.6206488
246,65.72078317,71.89506534,167.0207562,63.8328211
247,62.28312126,75.86325002,149.79128,44.60016938
248,20.74785015,350,177.9112509,64.96332704
249,22.09648016,213.8349622,141.5481362,91.25341358
250,36.74403343,128.5923063,136.5341653,78.30202308
251,38.23183704,123.5880974,152.5342986,64.93789104
252,82.09292561,57.55672568,148.9684473,76.80041114
253,44.11785417,107.0994972,148.7003339,
254,42.90984871,110.1145807,148.2026936,54.99502022
255,74.49054657,63.43086764,175.5064735,70.62746967
256,74.76474503,63.19823599,169.5426927,72.58076309
257,39.39518722,119.9385086,144.8225067,68.38852684
258,26.87790511,175.7949505,152.0614913,51.79533142
259,,79.61741712,,72.85625415
260,71.01740213,66.53298851,147.9652976,54.4342909
261,40.64926332,116.2382689,145.4265377,77.33650826
262,78.66498899,60.06484029,177.5236279,89.2081394
263,31.23629958,151.2663172,166.2566279,71.12977399
264,71.20370702,66.35890458,163.8436145,40.38459418
265,68.55839394,,157.7755813,52.55768919
266,79.06345477,59.76212415,154.7789054,61.41221482
267,39.62007621,119.2577211,116.4192016,62.05346517
268,23.7733547,198.7519246,181.6873748,78.84614494
269,79.05043043,59.77197055,143.4659843,57.06468127
270,81.99664628,57.62430799,154.9949911,46.27153475
271,62.96657724,75.03981012,143.5616003,71.54023187
272,67.91380746,69.5734811,150.5873022,84.51446654
273,47.48113741,99.51320161,168.193019,68.4533206
274,25.70764101,183.7974943,155.7680081,55.55739755
275,63.2680664,74.68222547,156.221536,74.59791354
276,67.01448761,70.50714209,146.424878,75.93428619
277,50.42698848,93.69982508,154.9556842,56.39051792
278,29.46021854,160.3857756,186.5862461,56.77364192
279,63.28185183,74.66595656,144.7695667,51.99914955
280,35.62032641,500,163.9152565,45.17775133
281,40.87921556,115.5844097,161.6179484,60.06668803
282,32.08645138,147.2584159,152.8023239,46.77650746
283,19.09341281,247.4675454,161.9781823,52.14948692
284,43.24311279,109.2659546,161.1607125,88.72643905
285,55.67459592,84.86815076,173.6084789,78.88949976
286,63.55896872,74.34041325,152.0142422,68.1123467
287,67.94104762,69.54558644,169.3758354,73.17138205
288,81.65487239,57.86549977,146.8570211,44.87119947
289,28.92707785,163.3417666,155.5149692,68.45934335
290,39.75871245,118.8418766,170.9410364,61.34868833
291,26.89197438,175.7029787,159.6498731,52.89947338
292,60.69892839,77.8432194,171.7778525,87.15564649
293,40.17228391,117.618406,166.8390938,78.50061647
294,61.48833138,76.84384815,188.4018913,
295,38.29352005,123.3890223,161.5986817,71.94040607
296,22.77262884,207.4859268,157.5318905,96.79631621
297,62.38016141,75.74523523,159.337731,89.169841
298,68.89343863,,162.8088616,69.6598258
299,55.07513134,85.79189708,136.4950168,64.91490504
300,54.13123054,87.28787343,147.3168749,43.64225744
301,74.92268547,63.06501123,158.5001495,74.48222098
302,61.76613924,76.49822472,166.1169248,48.31290088
303,81.70934568,57.8269225,161.7034988,71.36170108
304,59.35394424,79.60717793,134.2531574,69.63222692
305,51.02032246,92.61015557,,67.94084541
306,83.39243988,56.65981241,141.3645265,64.08849272
307,50.85312948,92.9146357,174.7613246,51.50531243
308,61.89654431,76.3370565,149.187624,56.51265879
309,58.11971989,81.29770772,189.1247572,60.34380268
310,81.4871241,57.98462091,147.2393931,54.9969319
311,42.656771,110.7678779,160.9525113,59.65442054
312,76.83852935,61.49258764,148.0855392,23.64673445
313,48.47662954,97.46964763,176.9371209,95.97264521
314,51.26329002,92.17122034,142.96951,36.32143128
315,,96.70240459,128.2405052,58.26266798
316,59.39984918,79.54565651,139.7189621,56.80230406
317,58.47761396,80.80015035,145.9370131,43.73063983
318,70.65393338,66.87525767,151.9648124,69.30855638
319,55.20298782,85.59319318,179.701628,78.53651373
320,69.52154872,67.96453886,174.7449381,71.01434014
321,45.08714006,104.7970662,147.450518,45.37437819
322,52.21822725,90.48564551,148.0492905,38.66687975
323,53.07694167,89.02170795,163.8064753,41.0056277
324,84.51754692,55.90555065,149.7369052,52.82128217
325,46.78637722,100.9909354,,64.97508179
326,84.73275407,55.76355981,,66.17573636
327,70.70221652,66.82958799,132.8819317,64.39316682
328,52.56601251,89.8869778,153.0212564,47.78424706
329,51.68009369,91.42785283,159.2007884,35.73654562
330,79.07971145,59.74983865,144.0567987,61.28041337
331,35.71586513,132.2941495,139.0448231,53.10104172
332,29.64841014,159.367736,155.4981678,26.61035499
333,44.82219409,105.4165263,152.7302878,93.12070791
334,54.06994473,87.38681024,147.0213632,67.30031965
335,34.4126131,,159.0914151,68.03229509
336,43.18201419,109.420556,155.4323496,61.93257812
337,56.87698767,83.0740198,165.7148165,70.3403606
338,32.00000588,147.6562229,150.3929543,87.59744736
339,,65.90959167,146.2232689,27.97518057
340,60.79976184,77.71412021,156.9678191,50.09307884
341,67.33416065,70.17240513,158.7913883,63.56309756
342,47.40043131,99.68263725,156.6548369,78.22897277
343,56.84742963,83.11721445,166.486392,79.89528192
344,35.15494863,134.4049752,164.5347651,76.58261964
345,49.06912154,96.29273668,177.0896934,
346,29.29719558,161.2782352,145.4443117,66.92182495
347,59.1309337,79.907414,154.3039319,81.16312838
348,82.19287559,57.4867343,149.0596476,62.42021145
349,50.03904684,94.42625906,148.4329313,68.96305848
350,68.32767517,69.15206742,147.1778286,74.4120094
351,19.37907551,243.8196805,169.5404294,73.19650181
352,29.45492482,160.4146006,148.0027954,67.84920871
353,60.87775527,77.6145569,138.7766431,68.82416482
354,29.05355847,162.630681,172.4240481,64.47263913
355,41.76642594,113.1291436,163.8672502,62.08489855
356,30.49057374,154.9659262,157.9665546,85.90549638
357,78.14296281,60.4660974,146.1846941,64.4480461
358,33.93151835,139.251063,160.1974074,75.32779788
359,83.99121347,56.25588445,144.4213398,35.38137396
360,19.42915937,243.1911701,157.3366879,60.97657048
361,25.20511067,187.4619819,162.712749,37.12856847
362,34.4033975,137.3410867,175.3648605,49.26709411
363,66.39828118,71.16148063,154.9577697,75.73548249
364,20.1932412,233.9891825,117.3787405,62.51770485
365,54.80644961,86.21248108,158.7025783,52.10518202
366,63.74818165,74.11976118,145.8987447,64.17753965
367,38.11614011,123.9632341,153.586525,61.24487265
368,44.04788886,107.2696132,162.0672041,77.20824803
369,67.07389217,70.44469684,154.26702,80.06882673
370,82.48726002,57.28157292,154.5639257,86.04180511
371,68.95994341,68.51803766,172.5113878,77.8423906
372,56.97210186,82.9353288,152.9288679,67.50416446
373,49.01249053,96.40399721,165.1185578,57.28645533
374,41.87274457,112.8418987,168.9235482,103.7773356
375,43.72276166,108.0672817,153.850936,80.01700376
376,31.78732915,148.6441336,150.3755163,66.02800217
377,27.29828484,173.0877975,137.833061,49.86533522
378,44.06850362,107.2194337,145.4254842,69.03595711
379,35.82509693,131.8907806,173.2864913,34.70628409
380,65.1208509,72.55740573,150.7673156,56.00042041
381,45.32783716,104.2405792,139.9007522,62.5605374
382,35.79280099,132.009786,152.4855438,82.26774713
383,44.86551629,105.3147359,126.2557028,48.06972467
384,31.21997984,151.3453892,165.921294,40.27272039
385,73.60542307,64.19363959,138.2929527,66.93983552
386,53.37517794,88.52429504,149.1719529,64.20838897
387,44.47372275,106.2425115,156.9520576,41.5816064
388,56.45575992,83.69385173,157.6676042,80.5885643
389,83.05512867,56.8899245,148.881224,59.53309669
390,61.5600385,76.75433797,135.9906949,39.31892676
391,40.35127764,117.096664,168.5568167,69.24296692
392,40.20697771,117.5169154,144.4340651,61.30771926
393,81.14313714,58.23043287,151.2703865,60.76147706
394,43.53453713,108.5345179,157.1679505,74.05105538
395,55.80970283,84.66269771,147.5820868,50.05394614
396,52.27155114,90.3933382,144.3951816,72.020217
397,27.30365719,173.0537403,150.7201532,39.47119138
398,34.06589067,138.7017896,159.5696693,75.46791734
399,66.10660958,71.47545503,167.9976233,69.90204402
400,37.91399311,124.624172,151.5672603,65.0599149
401,52.25290717,90.42559077,159.6912341,70.51867594
402,36.60661395,129.0750356,127.697614,59.8323469
403,42.16401419,112.0623852,153.6771566,17.20362202
404,47.31436601,99.86396095,157.1772615,62.40471776
405,71.80547101,65.80278541,176.1768712,76.96224927
406,52.88085181,89.35181333,151.6550705,38.54969369
407,64.64218873,73.09467846,132.7257275,35.25430185
408,74.80507219,63.16416603,137.852904,50.70958143
409,74.66251988,63.28476467,145.3460104,86.10089546
410,44.25567461,106.7659694,155.2772772,76.90230334
411,28.28542171,167.0471824,175.3748506,69.30953232
412,60.84152814,77.66077125,155.2107056,55.3937849
413,37.24045845,126.8781373,174.2093578,94.24868057
414,80.19863803,58.91621249,148.3535248,55.54350238
415,28.42762,166.2115928,157.3897046,57.20089562
416,82.5773915,57.2190513,147.0681009,55.48863891
417,18.08445215,261.2741575,161.2419731,80.51748533
418,65.40425576,72.24300537,153.596821,75.7319778
419,60.22256932,78.45895739,156.0935972,40.08074174
420,69.79622899,67.69706714,155.9790507,84.09567143
421,77.80466104,60.72900951,155.4938809,63.16291115
422,52.25067358,90.42945625,142.095146,65.87969079
423,68.18307189,69.29872576,161.1397876,77.22915659
424,80.06744637,59.01274755,131.5106699,51.35623536
425,24.1474858,195.6725449,155.4119555,54.87688825
426,51.27591755,92.14852168,167.1616624,58.51620629
427,31.23258439,151.2843107,155.7733289,56.85074896
428,84.60690439,55.84650608,163.8116922,79.47171703
429,20.46700983,230.8593214,163.8812902,49.54402962
430,32.5767257,145.0422011,155.6150204,47.8271885
431,77.69272157,60.81650771,161.41345,79.81651722
432,25.9687431,181.9495068,149.2824369,51.37396944
433,42.72561261,110.5894032,161.4902737,65.94928431
434,28.87922082,163.6124475,142.8998162,63.23313232
435,29.16833175,161.9907522,164.7056005,79.85102088
436,83.15781572,56.81967425,155.5523513,50.22454636
437,72.29678285,65.35560524,135.0182165,52.12594495
438,81.87295124,57.71136778,152.0892511,57.41474293
439,44.7940053,105.4828647,174.966292,73.00671577
440,75.10057042,62.91563398,158.7338765,97.12782979
441,22.32303144,211.6648007,126.3361154,53.11234696
442,38.2694274,123.4667023,163.736267,50.51112835
443,50.86168213,92.89901163,172.7498096,89.99155108
444,61.29950304,77.08055964,162.1503007,76.7279307
445,52.21249987,90.49557121,153.9254784,57.80283693
446,71.41636872,66.16130286,138.3596013,67.85749943
447,55.85559933,84.59313043,165.4394459,87.71908809
448,41.68610706,113.3471157,150.2573177,31.07941262
449,62.15969623,76.01388499,179.7975153,71.36075678
450,34.0313966,138.8423771,171.687564,70.5058522
451,35.76912276,132.0971731,141.5977541,91.78131974
452,52.72401304,89.61760928,154.9384584,82.09588138
453,67.4400282,70.06224829,135.187317,56.85159851
454,70.2339307,67.2751753,145.6287866,53.94042796
455,25.68452457,183.9629146,170.4981209,49.31268605
456,59.0290144,80.04538189,142.5991725,53.96852605
457,79.03272375,59.78536201,144.2129069,80.85640719
458,60.47943778,78.12572626,160.1937635,70.65983437
459,36.40249021,129.7988125,131.9769994,57.88197023
460,41.63996765,113.4727106,156.5727491,68.48890913
461,62.9455669,75.06485735,153.7874535,56.59466873
462,78.74966508,60.00025518,143.5691443,31.67781234
463,66.92580073,70.60057479,159.9154364,55.69260825
464,79.62438825,59.34111525,176.3080787,60.9774038
465,43.62302822,108.3143512,161.8336695,92.76177195
466,75.22741603,62.80954802,167.7463534,70.7645612
467,21.66718404,218.0717158,153.5125923,27.1454549
468,35.01706394,134.934214,140.8967992,40.00746874
469,42.59764284,110.9216305,145.6364761,64.71670566
470,42.15821733,112.0777941,173.5781735,65.08744542
471,36.79460757,128.4155563,159.2493174,63.89741602
472,44.04239818,107.2829863,160.8075879,59.89387805
473,41.32500765,114.3375469,122.4947915,38.28720222
474,36.68784549,128.7892471,147.5185036,54.18788626
475,71.67290504,65.92449402,145.1300467,81.54318166
476,84.66592733,55.80757394,153.6516836,66.75924655
477,68.46721146,69.01113539,153.6857635,50.93288839
478,58.42397621,80.87433117,161.8650378,72.04028985
479,57.79452807,81.75514462,142.9037177,70.80490863
480,57.0134493,82.87518222,148.5423603,49.06153641
481,33.99017213,139.01077,165.0876009,67.08415834
482,48.43705357,97.54928618,162.9586131,79.74014954
483,84.69961392,55.78537825,157.049446,50.14415504
484,23.54398083,200.6882368,172.8075263,53.50660884
485,21.47770237,219.9955991,143.7377354,65.40478163
486,51.08441326,92.49396633,160.350018,63.63125882
487,21.61757096,218.572198,151.5900895,58.16239451
488,81.6800544,57.84765981,160.9598467,76.80764577
489,60.42381452,78.19764505,139.7106896,57.70451959
490,36.0857844,130.9379879,151.2804752,81.628581
491,84.78646674,55.72823331,125.9120785,62.05213863
492,42.03987546,112.393292,168.073374,32.08663588
493,42.90805921,110.1191731,151.6299244,71.02258015
494,40.1251687,117.7565142,132.6379571,47.218685
495,24.9944994,189.0415937,144.6337369,50.5166488
496,56.85339574,83.10849227,166.1021821,67.78318239
497,40.31699422,117.1962368,123.6696191,54.19407339
498,18.2530978,258.86017,172.8551329,51.57400166
499,84.63793934,55.82602834,140.8117381,68.68156516
500,42.73873569,110.5554463,160.0404181,52.72787749
501,32.7555816,144.2502245,154.5717679,66.59485805
502,67.79168665,69.69881166,175.5011016,73.04227743
503,38.4991399,122.7300145,146.6890017,46.45513142
504,44.9479929,105.1214903,166.1604857,100.6356986
505,44.36928668,106.4925843,143.5748467,58.45898919
506,47.53068241,99.40947111,128.6534495,60.06208342
507,69.7779401,67.71481063,164.2387513,70.59084461
508,32.04112591,147.466728,183.7691314,73.10913462
509,68.12422011,69.35859218,158.9756516,51.66217916
510,57.21879522,82.57776106,168.1756897,73.36776939
511,39.7379621,118.9039334,142.9519905,66.0572466
512,43.12817915,109.5571409,149.1356264,52.14337268
513,19.80479199,238.5786229,145.1634788,51.39209662
514,50.3834367,93.78081984,140.2639854,76.94326631
515,82.9953894,56.93087332,167.207379,74.73755212
516,18.02646971,262.1145502,163.989547,58.16195467
517,25.08207075,188.3815753,157.1715786,59.95601534
518,47.47619469,99.52356187,176.0656551,82.89088508
519,38.92401564,121.390353,158.2859004,65.66024329
520,83.07930042,56.87337251,149.0186718,85.16641473
521,57.21301423,82.58610499,154.8739974,50.70564898
522,67.17321811,70.34053352,149.3332714,58.86132299
523,62.45631912,75.65287334,147.0712824,68.97501223
524,66.43996279,71.11683693,142.1382039,66.22724382
525,25.43800122,185.7457258,148.1403559,51.9671265
526,32.64480755,144.7397107,175.3988688,77.1613072
527,59.71194222,79.12989972,156.8689285,76.13629777
528,82.27178868,57.43159443,143.13207,51.87885943
529,72.42515378,65.23976483,167.5820398,54.56391898
530,19.48490994,242.4953472,162.9928142,79.73051416
531,63.73011605,74.14077194,157.0153557,71.11309382
532,73.6627646,64.14366913,179.6152005,78.01257863
533,72.12303165,65.51305307,139.4254462,60.85343105
534,74.40362815,63.50496767,169.7078065,47.63773007
535,30.57373412,154.5444198,150.8687093,62.66518577
536,24.36130389,193.9551356,140.7355868,45.53308922
537,48.07061266,98.2929016,157.5274938,75.80324402
538,58.2321927,81.14068492,167.7866547,62.28125574
539,75.85934283,62.28632919,148.9727575,73.92747574
540,75.04754496,62.96008753,161.1168359,79.24033581
541,64.75133834,72.9714647,166.0275346,80.13452351
542,61.14613508,77.27389464,169.8929337,66.6477092
543,61.86470763,76.37634091,145.9527148,38.7531918
544,76.98377616,61.37656836,152.4644908,62.1530575
545,75.4147901,62.65349269,133.8074002,42.3099867
546,74.73758182,63.22120525,162.2340354,54.31492549
